01/21/04,Sell,NEOP,5000,0.2900,20.06
01/21/04,Sell,NEOP,5000,0.2900,20.06
01/21/04,Sell,NEOP,5000,0.2900,00.07
01/21/04,Sell,NEOP,5000,0.2900,00.07
01/21/04,Sell,NEOP,5000,0.2900,00.07
01/21/04,Sell,NEOP,5000,0.2900,00.07
01/28/04,Buy,NEOP,5000,0.3900,00.00
01/28/04,Buy,NEOP,5000,0.3900,19.99
01/28/04,Buy,NEOP,5000,0.3500,19.99
01/28/04,Buy,NEOP,8500,0.3500,00.00
03/04/04,Buy,GTEL,5000,0.1440,00.00
03/04/04,Buy,GTEL,5000,0.1440,19.99
03/04/04,Buy,GTEL,5000,0.1440,00.00
03/04/04,Buy,GTEL,5000,0.1440,19.99
05/06/04,Sell,GTEL,10000,0.1300,13.03
05/06/04,Sell,GTEL,10000,0.1290,13.03
05/06/04,Buy,PPHM,700,1.8000,12.99
05/06/04,Buy,PPHM,700,1.8500,12.99
09/02/04,Sell,PPHM,100,1.6000,13.00
09/02/04,Sell,PPHM,1300,1.5600,13.04
09/16/04,Buy,NEOP,5000,0.4400,12.99
